MGI_ID	homozygosity	viability_by_pup_numbers	E95_outcome_on_.aliveHOMS	E125_outcome_on_.aliveHOMS	E145_outcome_on_.aliveHOMS	E185_outcome_on_.aliveHOMS	Window	E9.5_split	E12.5_split	E14.5.E15.5_split	E18.5_split	Window_Category	HGNC_ID	Avana_mean_045	Avana_mean
MGI:1352451	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:7975	Non-essential	0.049323269
MGI:1914004	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:3823	Non-essential	-0.096477576
MGI:1917580	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:16863	Essential	-0.744138868
MGI:1919020	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:563	Non-essential	-0.076784951
MGI:1926421	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:15630	Non-essential	-0.408744626
MGI:1929913	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:13222	Non-essential	0.056489677
MGI:2385311	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:2896	Non-essential	-0.012642041
MGI:88121	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:894	Non-essential	-0.054821207
MGI:95775	Homozygous	Lethal	no_e95_data	no_e125_data	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:4389	Non-essential	-0.055478132
MGI:107405	Homozygous	Lethal	no_e95_data	no_e125_data	Subviable	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	NA	NA	NA
MGI:1922680	Homozygous	Lethal	no_e95_data	no_e125_data	Viable	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:24531	Essential	-0.635901756
MGI:1098270	Homozygous	Lethal	no_e95_data	no_e125_data	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:6189	Non-essential	0.048781064
MGI:1197515	Homozygous	Lethal	no_e95_data	no_e125_data	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:14358	Non-essential	0.083299805
MGI:1351614	Homozygous	Lethal	no_e95_data	no_e125_data	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:4699	Non-essential	-0.031476933
MGI:1915862	Homozygous	Lethal	no_e95_data	no_e125_data	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:15937	Non-essential	-0.392134648
MGI:1927237	Homozygous	Lethal	no_e95_data	no_e125_data	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:17429	Non-essential	-0.062466181
MGI:2442308	Homozygous	Lethal	no_e95_data	no_e125_data	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:25945	Non-essential	0.066297329
MGI:1261831	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:4812	Non-essential	-0.207937567
MGI:1861722	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:409	Non-essential	0.130816053
MGI:1916279	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:25055	Non-essential	0.003516946
MGI:97297	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:7727	Non-essential	0.067677765
MGI:102672	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:10473	Non-essential	-0.104781226
MGI:103582	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:3437	Non-essential	-0.054657907
MGI:105058	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:811	Non-essential	-0.074583969
MGI:1194504	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:6256	Non-essential	-0.04798985
MGI:1298224	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:8996	Non-essential	0.030137744
MGI:1332234	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:12933	Non-essential	0.073271165
MGI:1341822	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:12741	Non-essential	-0.125709224
MGI:1351617	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:33	Non-essential	-0.04082058
MGI:1354742	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:557	Non-essential	-0.055325878
MGI:1354961	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:11503	Non-essential	0.104864616
MGI:1890520	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:13488	Non-essential	-0.323107251
MGI:1918305	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:10663	Non-essential	-0.344247694
MGI:1921793	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	NA	NA	NA
MGI:1925542	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:25896	Non-essential	-0.10619143
MGI:1926102	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:29025	Non-essential	-0.158037527
MGI:1926225	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:23095	Non-essential	-0.247882254
MGI:1932915	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:17620	Non-essential	-0.14679317
MGI:2442638	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:25404	Non-essential	-0.150572649
MGI:2447076	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:25484	Non-essential	0.009527509
MGI:87871	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	NA	NA	NA
MGI:95517	Homozygous	Lethal	no_e95_data	Viable	no_e145_data	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:3681	Non-essential	0.0602179
MGI:96650	Homozygous	Lethal	no_e95_data	Viable	Viable	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:6207	Non-essential	-0.046929605
MGI:97376	Homozygous	Lethal	no_e95_data	Viable	Viable	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:7989	Non-essential	-0.138063133
MGI:97603	Homozygous	Lethal	no_e95_data	Viable	Viable	Subviable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:9008	Non-essential	-0.180136157
MGI:1196429	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:29091	Non-essential	-0.141947649
MGI:1344412	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:15710	Non-essential	-0.064516201
MGI:1918711	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:9618	Non-essential	-0.011935176
MGI:1919995	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:28483	Non-essential	-0.110037477
MGI:1935151	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:6350	Non-essential	-0.360848201
MGI:2147134	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:13590	Non-essential	-0.115019848
MGI:2147810	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:31092	Non-essential	-0.025507898
MGI:2156052	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:16703	Non-essential	0.009577334
MGI:3582693	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:29456	Non-essential	-0.053530229
MGI:891996	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:2323	Non-essential	-0.00976477
MGI:99422	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:9863	Non-essential	0.041940775
MGI:99602	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:319	Non-essential	0.007986182
MGI:99659	Homozygous	Lethal	no_e95_data	Viable	Viable	Viable	After E18.5	After E9.5	After E12.5	After E14.5/E15.5	After E18.5	Late-gestation	HGNC:10483	Non-essential	-0.209512019
MGI:1924753	Homozygous	Lethal	Subviable	no_e125_data	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:15672	Non-essential	-0.120708385
MGI:103556	Homozygous	Lethal	Subviable	Subviable	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:10672	Non-essential	-0.135783432
MGI:97363	Homozygous	Lethal	Viable	Insufficient numbers to make a call	Insufficient numbers to make a call	Insufficient numbers to make a call	After E9.5	After E9.5				-	HGNC:7881	Non-essential	0.003614751
MGI:1333745	Homozygous	Lethal	Viable	Insufficient numbers to make a call	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:17145	Non-essential	-0.168597678
MGI:1920939	Homozygous	Lethal	Viable	no_e125_data	no_e145_data	Insufficient numbers to make a call	After E9.5	After E9.5				-	HGNC:20984	Non-essential	-0.129429416
MGI:1261910	Homozygous	Lethal	Viable	no_e125_data	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:23352	Non-essential	0.021998631
MGI:1346877	Homozygous	Lethal	Viable	no_e125_data	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:6859	Non-essential	-0.080453746
MGI:1921585	Homozygous	Lethal	Viable	no_e125_data	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:12830	Essential	-0.696517894
MGI:1929655	Homozygous	Lethal	Viable	no_e125_data	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:14312	Non-essential	-0.278624491
MGI:1930252	Homozygous	Lethal	Viable	no_e125_data	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:25812	Non-essential	-0.335949859
MGI:2385186	Homozygous	Lethal	Viable	no_e125_data	no_e145_data	no_e185_data	After E9.5	After E9.5				-	HGNC:29675	Non-essential	-0.318597664
MGI:103270	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:11753	Non-essential	-0.022166804
MGI:104889	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:12507	Non-essential	-0.047035541
MGI:1315204	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:10909	Non-essential	0.019446907
MGI:1352459	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:7985	Non-essential	-0.116773512
MGI:1914233	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:28291	Essential	-0.98143078
MGI:1916449	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:23045	Non-essential	-0.009339191
MGI:2142786	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:25749	Essential	-1.01444368
MGI:88180	Homozygous	Lethal	Insufficient numbers to make a call	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:1071	Non-essential	0.043118678
MGI:1915099	Homozygous	Lethal	no_e95_data	Lethal	Insufficient numbers to make a call	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:14626	Essential	-0.811339978
MGI:101876	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:11714	Non-essential	-0.171414196
MGI:108028	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:882	Essential	-0.718888974
MGI:108075	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:11119	Non-essential	-0.094212764
MGI:1096376	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:30389	Essential	-0.515686027
MGI:1328356	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:9827	Essential	-0.935827609
MGI:1861676	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:20567	Non-essential	-0.260329675
MGI:1913302	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:10682	Essential	-0.577614495
MGI:1913376	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:28691	Non-essential	-0.335235345
MGI:1913422	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:32687	Essential	-1.253163559
MGI:1914640	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:18485	Non-essential	-0.26030141
MGI:1914931	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:14477	Essential	-0.655392346
MGI:1915147	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:10075	Essential	-0.906059691
MGI:1915295	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:23169	Essential	-0.591858034
MGI:1915326	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:19123	Essential	-0.957726914
MGI:1916296	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:28660	Non-essential	-0.183795746
MGI:1916889	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:17035	Essential	-1.142902145
MGI:1918615	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:23041	Non-essential	-0.189171407
MGI:1920081	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:16716	Non-essential	-0.209686806
MGI:1921620	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:30287	Essential	-0.747306354
MGI:1921677	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:20907	Non-essential	-0.390794678
MGI:1924408	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:20233	Non-essential	-0.20168586
MGI:1927241	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:14098	Essential	-0.948714598
MGI:1929742	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:17317	Essential	-0.466279515
MGI:1929865	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:30092	Non-essential	-0.211126192
MGI:2151013	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:17072	Non-essential	-0.055578428
MGI:2384309	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:9195	Essential	-0.799293124
MGI:2443226	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:25386	Non-essential	-0.337939953
MGI:2446285	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:20852	Essential	-0.619069308
MGI:3037820	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:6219	Non-essential	-0.359309152
MGI:894678	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:11393	Essential	-0.919126004
MGI:95698	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:4241	Non-essential	-0.338382776
MGI:97513	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:8568	Non-essential	-0.157169634
MGI:98664	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:11724	Non-essential	-0.004325295
MGI:99463	Homozygous	Lethal	no_e95_data	Lethal	no_e145_data	no_e185_data	Before E12.5		Before E12.5	Before E14.5/E15.5	Before E18.5	-	HGNC:8964	Non-essential	-0.358342139
MGI:95415	Homozygous	Lethal	no_e95_data	Insufficient numbers to make a call	Lethal	Insufficient numbers to make a call	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:3446	Non-essential	0.010983807
MGI:104976	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:2747	Essential	-0.608328397
MGI:1913789	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:17675	Essential	-0.753274798
MGI:1915171	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:12480	Non-essential	0.047049814
MGI:1915333	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:20882	Essential	-0.999494534
MGI:2144738	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:20127	Essential	-0.525138574
MGI:2442926	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:29330	Essential	-0.780859273
MGI:2444031	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:23157	Non-essential	-0.256380405
MGI:2447364	Homozygous	Lethal	no_e95_data	no_e125_data	Lethal	no_e185_data	Before E14.5/E15.5			Before E14.5/E15.5	Before E18.5	-	HGNC:24644	Essential	-0.808459518
MGI:105491	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	Insufficient numbers to make a call	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:1769	Essential	-0.866331548
MGI:1328337	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:8487	Essential	-0.66364532
MGI:1925927	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	Lethal	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10062	Essential	-0.520540325
MGI:103202	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:291	Essential	-0.822421912
MGI:108278	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:12491	Essential	-1.020581924
MGI:109129	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:11540	Essential	-1.111725636
MGI:109207	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3297	Essential	-0.647627968
MGI:1096397	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:17264	Essential	-1.124355719
MGI:1096879	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:3951	Essential	-0.605968204
MGI:1099835	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:10898	Non-essential	-0.193796817
MGI:1315195	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	NA	NA	NA
MGI:1328366	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:11103	Essential	-0.832753246
MGI:1342005	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:7432	Non-essential	-0.189981494
MGI:1344380	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:1919	Essential	-0.967905791
MGI:1344416	Homozygous	Lethal	Lethal	Insufficient numbers to make a call	no_e145_data	no_e185_data	Before E9.5	Before E9.5	Before E12.5	Before E14.5/E15.5	Before E18.5	Early-gestation	HGNC:744	Non-essential	-0.314961817
